order_id,product,category,price,quantity,customer_country
1119,Comic Book,Books,92.72,4,UK
1120,Earrings,Jewelry,167.52,5,UK
1121,Shirt,Clothing,119.99,1,US
1122,Bracelet,Jewelry,28.33,3,France
1123,Watch,Jewelry,103.46,2,France
1124,Phone,Electronics,110.87,1,France
1125,Tablet,Electronics,81.14,1,Germany
1126,Phone,Electronics,94.67,3,Canada
1127,Tablet,Electronics,115.47,2,UK
1128,Comic Book,Books,77.95,3,Canada
1129,Dress,Clothing,154.01,3,Canada
1130,Earrings,Jewelry,138.72,3,UK
1131,Novel,Books,14.21,2,Australia
1132,Cookbook,Books,169.29,4,Australia
1133,Biography,Books,101.4,1,Australia
1134,Ring,Jewelry,118.59,3,Canada
1135,Textbook,Books,176.89,5,US
1136,Watch,Jewelry,83.38,5,US
1137,Pants,Clothing,188.96,5,US
1138,Shirt,Clothing,144.9,1,Canada
1139,Wallet,Accessories,126.1,5,UK
1140,Cookbook,Books,134.91,3,France
1141,Textbook,Books,173.59,2,Canada
1142,Sunglasses,Accessories,70.33,4,Germany
1143,Shirt,Clothing,184.63,2,UK
1144,Scarf,Accessories,81.87,5,Germany
1145,Phone,Electronics,189.02,3,UK
1146,Textbook,Books,114.95,4,France
1147,Watch,Jewelry,65.25,2,Canada
1148,Bracelet,Jewelry,53.0,4,France
1149,Sunglasses,Accessories,37.19,4,Germany
1150,Shoes,Clothing,104.94,2,France
1151,Shirt,Clothing,81.93,5,US
1152,Hat,Clothing,42.54,4,Australia
1153,Pants,Clothing,193.11,1,Germany
1154,Wallet,Accessories,183.64,1,UK
1155,Hat,Clothing,46.88,3,Germany
1156,Bracelet,Jewelry,195.85,2,Australia
1157,Dress,Clothing,10.55,3,Australia
1158,Dress,Clothing,52.47,1,Australia
1159,Hat,Accessories,129.16,3,UK
1160,Laptop,Electronics,166.22,3,UK
1161,Belt,Accessories,142.1,1,US
1162,Comic Book,Books,57.38,4,US
1163,Dress,Clothing,125.76,3,Canada
1164,Speaker,Electronics,67.05,2,US
1165,Tablet,Electronics,175.76,1,UK
1166,Dress,Clothing,63.42,1,US
1167,Earrings,Jewelry,20.27,3,Australia
1168,Laptop,Electronics,24.63,4,US
1169,Biography,Books,109.43,1,US
1170,Textbook,Books,78.79,2,Canada
1171,Dress,Clothing,48.7,1,Australia
1172,Necklace,Jewelry,102.41,2,Australia
1173,Wallet,Accessories,196.49,3,Germany
1174,Hat,Accessories,23.7,5,France
1175,Pants,Clothing,68.92,1,France
1176,Earrings,Jewelry,192.88,3,Germany
1177,Speaker,Electronics,190.8,5,US
1178,Laptop,Electronics,109.41,4,UK
1179,Earrings,Jewelry,26.86,5,Australia
1180,Biography,Books,67.28,3,Canada
1181,Sunglasses,Accessories,141.81,2,Germany
1182,Sunglasses,Accessories,57.92,4,UK
1183,Textbook,Books,60.42,2,Germany
1184,Sunglasses,Accessories,62.73,2,France
1185,Textbook,Books,111.36,4,Australia
1186,Ring,Jewelry,184.11,4,France
1187,Scarf,Accessories,23.4,5,Canada
1188,Novel,Books,106.11,1,Australia
1189,Tablet,Electronics,37.53,2,US
1190,Tablet,Electronics,63.81,2,Germany
1191,Watch,Jewelry,102.13,5,US
1192,Scarf,Accessories,80.85,3,UK
1193,Ring,Jewelry,181.99,2,UK
1194,Phone,Electronics,21.19,5,France
1195,Novel,Books,98.64,1,US
1196,Shirt,Clothing,59.6,5,US
1197,Sunglasses,Accessories,198.7,5,Canada
1198,Speaker,Electronics,156.99,4,US
1199,Hat,Clothing,17.74,3,Australia
1200,Watch,Jewelry,172.92,5,Australia
1201,Cookbook,Books,86.82,1,France
1202,Shirt,Clothing,80.59,4,Australia
1203,Pants,Clothing,169.53,5,Canada
1204,Belt,Accessories,94.15,2,Australia
1205,Headphones,Electronics,47.32,5,Australia
1206,Earrings,Jewelry,129.17,2,Australia
1207,Shoes,Clothing,79.52,1,France
1208,Dress,Clothing,176.13,1,Australia
1209,Textbook,Books,189.64,2,Australia
1210,Shirt,Clothing,53.61,4,France
1211,Tablet,Electronics,69.32,3,Germany
1212,Novel,Books,49.35,2,France
1213,Hat,Accessories,78.71,4,Germany
1214,Bracelet,Jewelry,133.47,4,Australia
1215,Hat,Accessories,168.77,4,Canada
1216,Laptop,Electronics,46.2,5,Australia
1217,Earrings,Jewelry,128.78,5,Canada
1218,Speaker,Electronics,170.84,1,UK
1219,Scarf,Accessories,84.53,5,Germany
1220,Headphones,Electronics,158.93,3,Canada
1221,Hat,Clothing,85.45,5,Canada
1222,Dress,Clothing,105.0,3,Germany
1223,Headphones,Electronics,77.33,4,Australia
1224,Wallet,Accessories,83.6,1,UK
1225,Scarf,Accessories,72.13,2,Germany
1226,Pants,Clothing,164.38,4,US
1227,Shirt,Clothing,23.84,3,Canada
1228,Ring,Jewelry,81.19,2,Canada
1229,Laptop,Electronics,134.54,5,UK
1230,Earrings,Jewelry,178.84,4,France
1231,Necklace,Jewelry,137.67,4,UK
1232,Headphones,Electronics,97.46,5,Australia
1233,Scarf,Accessories,87.74,3,Canada
1234,Biography,Books,115.32,3,Germany
1235,Bracelet,Jewelry,178.12,1,US
1236,Biography,Books,173.23,4,UK
1237,Speaker,Electronics,117.18,3,Australia
1238,Speaker,Electronics,61.72,3,UK
1239,Textbook,Books,36.73,4,Australia
1240,Comic Book,Books,151.26,3,US
1241,Cookbook,Books,72.24,5,France
1242,Laptop,Electronics,88.98,4,Germany
1243,Belt,Accessories,60.79,2,UK
1244,Ring,Jewelry,40.18,5,Germany
1245,Scarf,Accessories,122.03,5,Germany
1246,Shirt,Clothing,173.64,2,UK
1247,Shirt,Clothing,134.28,3,Germany
1248,Bracelet,Jewelry,58.0,5,Germany
1249,Speaker,Electronics,95.3,4,Australia
1250,Hat,Clothing,32.91,2,Australia
1251,Shoes,Clothing,24.93,4,France
1252,Wallet,Accessories,72.44,3,US
1253,Headphones,Electronics,20.37,5,Australia
1254,Novel,Books,11.6,4,Australia
1255,Scarf,Accessories,167.15,2,Australia
1256,Cookbook,Books,99.45,4,Australia
1257,Pants,Clothing,139.59,5,France
1258,Laptop,Electronics,140.84,3,Australia
1259,Necklace,Jewelry,176.84,3,UK
1260,Cookbook,Books,13.82,1,Canada
1261,Headphones,Electronics,147.51,1,Australia
1262,Biography,Books,46.21,4,France
1263,Belt,Accessories,61.35,2,Australia
1264,Sunglasses,Accessories,189.15,5,France
1265,Biography,Books,141.86,4,Germany
1266,Dress,Clothing,186.76,1,Germany
1267,Headphones,Electronics,11.84,5,Australia
1268,Phone,Electronics,75.4,4,Australia
1269,Bracelet,Jewelry,43.2,5,Australia
1270,Shirt,Clothing,13.78,1,US
1271,Headphones,Electronics,102.99,1,Australia
1272,Hat,Clothing,176.77,2,France
1273,Wallet,Accessories,10.93,4,Canada
1274,Sunglasses,Accessories,99.86,1,Canada
1275,Shoes,Clothing,48.32,2,UK
1276,Earrings,Jewelry,112.86,1,Germany
1277,Hat,Clothing,62.38,1,Australia
1278,Necklace,Jewelry,17.3,3,US
1279,Watch,Jewelry,199.26,1,France
1280,Dress,Clothing,55.61,1,Australia
1281,Sunglasses,Accessories,122.46,3,Canada
1282,Watch,Jewelry,152.02,4,Canada
1283,Comic Book,Books,56.03,5,Canada
1284,Belt,Accessories,174.46,2,Germany
1285,Biography,Books,185.12,5,Germany
1286,Shirt,Clothing,44.24,4,France
1287,Headphones,Electronics,55.82,3,Australia
1288,Necklace,Jewelry,68.42,4,UK
1289,Cookbook,Books,159.74,2,UK
1290,Wallet,Accessories,51.74,3,France
1291,Comic Book,Books,196.79,5,US
1292,Biography,Books,104.58,5,France
1293,Phone,Electronics,76.59,5,Canada
1294,Ring,Jewelry,181.03,4,US
1295,Headphones,Electronics,15.78,2,UK
1296,Necklace,Jewelry,195.22,2,Australia
1297,Bracelet,Jewelry,172.3,3,France
1298,Wallet,Accessories,87.71,3,US
1299,Hat,Clothing,102.95,1,France
